market_id,question,event_title,volume,created_at,end_date
563368,Will Satoshi move any Bitcoin in 2025?,Will Satoshi move any Bitcoin by ___?,44180791.509037,2025-07-14 15:33:12.000000 UTC,2025-12-31 00:00:00.000000 UTC
516861,"Will Bitcoin reach $1,000,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,31394607.518008,2024-12-30 20:41:14.000000 UTC,2025-12-31 12:00:00.000000 UTC
1303355,"Will Bitcoin reach $150,000 in February?",What price will Bitcoin hit in February?,28829221.50917,2026-01-31 02:13:34.000000 UTC,2026-03-01 05:00:00.000000 UTC
512600,Will Bitcoin hit $100k in November?,Will Bitcoin hit $100k in November?,28587434.430255,2024-11-08 22:55:15.000000 UTC,2024-11-30 12:00:00.000000 UTC
1082748,"Will Bitcoin reach $150,000 in January?",What price will Bitcoin hit in January?,26660909.268647,2026-01-01 19:17:42.000000 UTC,2026-02-01 05:00:00.000000 UTC
1473040,"Will Bitcoin reach $150,000 in March?",What price will Bitcoin hit in March?,24149352.753224906,2026-03-01 05:11:03.000000 UTC,2026-04-01 04:00:00.000000 UTC
512250,Will Trump create Bitcoin reserve in first 100 days?,Will Trump create Bitcoin reserve in first 100 days?,23324353.367396,2024-11-06 23:05:42.000000 UTC,2025-04-29 12:00:00.000000 UTC
255229,Will Bitcoin hit $100k in 2024?,Will Bitcoin hit $100k in 2024?,22807235.891544,2024-03-04 15:54:19.000000 UTC,2024-12-30 12:00:00.000000 UTC
516863,"Will Bitcoin reach $200,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,19275707.736605,2024-12-30 20:43:40.000000 UTC,2025-12-31 12:00:00.000000 UTC
516926,MicroStrategy sells any Bitcoin in 2025?,MicroStrategy sells any Bitcoin by ___ ?,17976157.529867,2024-12-31 16:02:33.000000 UTC,2025-12-31 12:00:00.000000 UTC
516864,"Will Bitcoin reach $150,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,16414060.383217,2024-12-30 20:44:03.000000 UTC,2025-12-31 12:00:00.000000 UTC
516862,"Will Bitcoin reach $250,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,15857522.578687,2024-12-30 20:43:17.000000 UTC,2025-12-31 12:00:00.000000 UTC
573655,"Will Bitcoin hit $150k by June 30, 2026?",When will Bitcoin hit $150k?,15734008.014241,2025-08-07 14:34:07.000000 UTC,2026-07-01 04:00:00.000000 UTC
618949,Will Bitcoin reach $200k in October?,What price will Bitcoin hit in October?,15617197.1584,2025-10-01 08:07:14.000000 UTC,2025-11-01 04:00:00.000000 UTC
659233,"Will Bitcoin reach $200,000 in November?",What price will Bitcoin hit in November?,13588620.834388,2025-11-01 01:10:01.000000 UTC,2025-12-01 05:00:00.000000 UTC
516865,"Will Bitcoin reach $130,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,13211425.234841,2024-12-30 20:47:15.000000 UTC,2025-12-31 12:00:00.000000 UTC
1082781,"Will Bitcoin reach $100,000 in January?",What price will Bitcoin hit in January?,13025594.701676,2026-01-01 19:17:48.000000 UTC,2026-02-01 05:00:00.000000 UTC
253254,Bitcoin ETF approved by Jan 15?,Bitcoin ETF approved by Jan 15?,12622418.419238,2023-12-01 18:42:34.000000 UTC,2024-01-15 00:00:00.000000 UTC
514368,"Will Bitcoin reach $110,000 in December?",What price will Bitcoin hit in December?,10676794.972932,2024-12-02 16:08:52.000000 UTC,2024-12-31 12:00:00.000000 UTC
515539,"Bitcoin above $100,000 on December 20?","Bitcoin above $100,000 on December 20?",10202409.081955,2024-12-13 16:03:16.000000 UTC,2024-12-20 12:00:00.000000 UTC
514215,"Bitcoin above $98,000 on December 6?","Bitcoin above $98,000 on December 6?",10177786.150918,2024-11-27 16:51:31.000000 UTC,2024-12-06 12:00:00.000000 UTC
1473072,"Will Bitcoin dip to $65,000 in March?",What price will Bitcoin hit in March?,10122349.055545038,2026-03-01 05:11:13.000000 UTC,2026-04-01 04:00:00.000000 UTC
522036,"Bitcoin above $97,000 on February 14?","Bitcoin above $97,000 on February 14?",10056695.402617,2025-02-06 18:30:50.000000 UTC,2025-02-14 12:00:00.000000 UTC
513499,Will Bitcoin hit $100k today?,Will Bitcoin hit $100k today?,9846390.507191,2024-11-19 20:15:05.000000 UTC,2024-11-22 12:00:00.000000 UTC
687200,"Will Bitcoin reach $100,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,9479018.595278,2025-11-17 16:10:33.000000 UTC,2026-01-01 05:00:00.000000 UTC
255322,Will Bitcoin hit $250k in 2024?,Will Bitcoin hit $250k in 2024?,9422713.94942905,2024-03-06 20:57:31.000000 UTC,2024-12-30 12:00:00.000000 UTC
540408,Will Bitcoin dip to $90k in May?,What price will Bitcoin hit in May?,8925263.984326,2025-04-30 17:56:00.000000 UTC,2025-05-31 12:00:00.000000 UTC
517192,"Bitcoin above $97,000 on January 10?","Bitcoin above $97,000 on January 10?",8846664.201678,2025-01-03 16:22:17.000000 UTC,2025-01-10 12:00:00.000000 UTC
574072,"Will Bitcoin reach $140,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,8804123.733621,2025-08-08 10:24:42.000000 UTC,2026-04-16 00:22:04.000000 UTC
1823776,"Will Bitcoin reach $80,000 in April?",What price will Bitcoin hit in April?,8689617.0955589712,2026-04-02 03:41:00.000000 UTC,2026-05-01 04:00:00.000000 UTC
1473066,"Will Bitcoin reach $80,000 in March?",What price will Bitcoin hit in March?,8681375.2046270277,2026-03-01 05:11:10.000000 UTC,2026-04-01 04:00:00.000000 UTC
516871,"Will Bitcoin dip to $70,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,8605610.758506,2024-12-30 20:51:32.000000 UTC,2025-12-31 12:00:00.000000 UTC
1082793,"Will Bitcoin dip to $85,000 in January?",What price will Bitcoin hit in January?,8583813.346589,2026-01-01 19:17:50.000000 UTC,2026-02-01 05:00:00.000000 UTC
519870,"Bitcoin above $105,000 on January 31?","Bitcoin above $105,000 on January 31?",8422456.623766,2025-01-24 16:09:01.000000 UTC,2025-01-31 12:00:00.000000 UTC
514371,"Will Bitcoin reach $90,000 in December?",What price will Bitcoin hit in December?,8400868.19698,2024-12-02 16:19:44.000000 UTC,2024-12-31 12:00:00.000000 UTC
666217,"Will Bitcoin reach $120,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,8257060.300168,2025-11-05 14:52:32.000000 UTC,2026-01-01 05:00:00.000000 UTC
800432,"Will Bitcoin reach $95,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,8136573.744183,2025-12-02 19:37:43.000000 UTC,2026-01-01 05:00:00.000000 UTC
1823769,"Will Bitcoin reach $150,000 in April?",What price will Bitcoin hit in April?,8135250.0430789348,2026-04-02 03:40:54.000000 UTC,2026-05-01 04:00:00.000000 UTC
620015,"Will Bitcoin dip to $80,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,8066294.940938,2025-10-02 16:31:20.000000 UTC,2026-01-01 05:00:00.000000 UTC
517082,"Will Bitcoin reach $110,000 by January 31, 2025?",What price will Bitcoin hit in January?,8061597.738611,2025-01-02 16:48:36.000000 UTC,2025-01-31 12:00:00.000000 UTC
512662,"Will Bitcoin reach $105,000 in November?",What price will Bitcoin hit in November?,8039368.329515,2024-11-11 17:08:07.000000 UTC,2024-11-30 12:00:00.000000 UTC
1345641,"Will Bitcoin reach $75,000 in February?",What price will Bitcoin hit in February?,7913769.202511,2026-02-06 16:28:56.000000 UTC,2026-03-01 05:00:00.000000 UTC
512649,"Will Bitcoin reach $95,000 in November?",What price will Bitcoin hit in November?,7758070.262013,2024-11-11 17:00:40.000000 UTC,2024-11-30 12:00:00.000000 UTC
574073,"Will Bitcoin reach $170,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,7721957.288049,2025-08-08 10:25:52.000000 UTC,2026-04-16 00:22:04.000000 UTC
510854,MSFT shareholders vote for Bitcoin investment? ,MSFT shareholders vote for Bitcoin investment? ,7603059.085456,2024-10-24 21:48:43.000000 UTC,2024-12-10 12:00:00.000000 UTC
1303384,"Will Bitcoin reach $85,000 in February?",What price will Bitcoin hit in February?,7551511.585962,2026-01-31 02:13:38.000000 UTC,2026-03-01 05:00:00.000000 UTC
1473074,"Will Bitcoin dip to $60,000 in March?",What price will Bitcoin hit in March?,7334705.631073961,2026-03-01 05:11:13.000000 UTC,2026-04-01 04:00:00.000000 UTC
1303400,"Will Bitcoin dip to $55,000 in February?",What price will Bitcoin hit in February?,7296072.016791,2026-01-31 02:13:40.000000 UTC,2026-03-01 05:00:00.000000 UTC
1345690,"Will Bitcoin dip to $60,000 in February?",What price will Bitcoin hit in February?,7282065.829222,2026-02-06 16:31:21.000000 UTC,2026-03-01 05:00:00.000000 UTC
514949,"Bitcoin above $100,000 on December 13?","Bitcoin above $100,000 on December 13?",7211697.798539,2024-12-06 17:46:51.000000 UTC,2024-12-13 12:00:00.000000 UTC
1082757,"Will Bitcoin reach $125,000 in January?",What price will Bitcoin hit in January?,7080988.613707,2026-01-01 19:17:43.000000 UTC,2026-02-01 05:00:00.000000 UTC
515506,"Will Bitcoin reach $110,000 by March 31?",What price will Bitcoin hit by March 31?,6976571.855402,2024-12-12 20:19:58.000000 UTC,2025-03-31 12:00:00.000000 UTC
519027,"Bitcoin above $103,000 on January 24?","Bitcoin above $103,000 on January 24?",6959870.453636,2025-01-17 17:22:00.000000 UTC,2025-01-24 12:00:00.000000 UTC
1082777,"Will Bitcoin reach $105,000 in January?",What price will Bitcoin hit in January?,6931678.684053,2026-01-01 19:17:47.000000 UTC,2026-02-01 05:00:00.000000 UTC
1823779,"Will Bitcoin dip to $65,000 in April?",What price will Bitcoin hit in April?,6775423.1361170141,2026-04-02 03:41:02.000000 UTC,2026-05-01 04:00:00.000000 UTC
1082796,"Will Bitcoin dip to $80,000 in January?",What price will Bitcoin hit in January?,6752276.849259,2026-01-01 19:17:51.000000 UTC,2026-02-01 05:00:00.000000 UTC
1473075,"Will Bitcoin dip to $55,000 in March?",What price will Bitcoin hit in March?,6531627.9317389512,2026-03-01 05:11:14.000000 UTC,2026-04-01 04:00:00.000000 UTC
526067,"Bitcoin above $84,000 on March 7?","Bitcoin above $84,000 on March 7?",6513649.365194,2025-02-28 16:16:10.000000 UTC,2025-03-07 12:00:00.000000 UTC
523483,"Bitcoin above $97,000 on February 21?","Bitcoin above $97,000 on February 21?",6418927.421659,2025-02-14 16:52:55.000000 UTC,2025-02-21 12:00:00.000000 UTC
511582,"Will Bitcoin reach $90,000 in November?",What price will Bitcoin hit in November?,6310335.340742,2024-11-01 14:37:37.000000 UTC,2024-11-30 12:00:00.000000 UTC
516349,Will Bitcoin hit $100k again in 2024?,Will Bitcoin hit $100k again in 2024?,6225944.470833,2024-12-23 19:48:13.000000 UTC,2024-12-31 12:00:00.000000 UTC
515502,"Will Bitcoin reach $200,000 by March 31?",What price will Bitcoin hit by March 31?,6211260.142575,2024-12-12 20:17:14.000000 UTC,2025-03-31 12:00:00.000000 UTC
514370,"Will Bitcoin reach $130,000 in December?",What price will Bitcoin hit in December?,6174845.90904198,2024-12-02 16:12:31.000000 UTC,2024-12-31 12:00:00.000000 UTC
687778,"Will Bitcoin reach $110,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,6056873.975672,2025-11-17 19:35:30.000000 UTC,2026-01-01 05:00:00.000000 UTC
516498,"Bitcoin above $94,000 on January 3?","Bitcoin above $94,000 on January 3?",5987591.33862,2024-12-27 16:21:56.000000 UTC,2025-01-03 12:00:00.000000 UTC
618952,Will Bitcoin reach $130k in October?,What price will Bitcoin hit in October?,5978400.520639,2025-10-01 08:07:15.000000 UTC,2025-11-01 04:00:00.000000 UTC
1082772,"Will Bitcoin reach $110,000 in January?",What price will Bitcoin hit in January?,5848826.617589,2026-01-01 19:17:46.000000 UTC,2026-02-01 05:00:00.000000 UTC
516117,"Bitcoin above $97,000 on December 27?","Bitcoin above $97,000 on December 27?",5824195.27295,2024-12-20 17:05:15.000000 UTC,2024-12-27 12:00:00.000000 UTC
659241,"Will Bitcoin reach $115,000 in November?",What price will Bitcoin hit in November?,5622333.157332,2025-11-01 01:10:03.000000 UTC,2025-12-01 05:00:00.000000 UTC
1303403,"Will Bitcoin dip to $50,000 in February?",What price will Bitcoin hit in February?,5541582.151593,2026-01-31 02:13:41.000000 UTC,2026-03-01 05:00:00.000000 UTC
552347,"Bitcoin above $103,000 on June 20?","Bitcoin above $103,000 on June 20?",5540072.679521,2025-06-13 14:35:33.000000 UTC,2025-06-20 16:00:00.000000 UTC
516937,US national Bitcoin reserve in 2025?,US national Bitcoin reserve in 2025?,5526758.797978,2024-12-31 16:52:52.000000 UTC,2025-12-31 12:00:00.000000 UTC
517081,"Will Bitcoin reach $120,000 by January 31, 2025?",What price will Bitcoin hit in January?,5387416.836463,2025-01-02 16:48:14.000000 UTC,2025-01-31 12:00:00.000000 UTC
557762,Will Bitcoin reach $150K in July?,What price will Bitcoin hit in July?,5372746.646437,2025-06-30 13:24:04.000000 UTC,2025-08-01 04:00:00.000000 UTC
548616,Will Bitcoin reach $115K in June?,What price will Bitcoin hit in June?,5337732.561376,2025-05-30 20:19:48.000000 UTC,2025-06-30 00:00:00.000000 UTC
1473060,"Will Bitcoin reach $90,000 in March?",What price will Bitcoin hit in March?,5327306.9859300014,2026-03-01 05:11:08.000000 UTC,2026-04-01 04:00:00.000000 UTC
521147,"Bitcoin above $105,000 on February 7?","Bitcoin above $105,000 on February 7?",5129860.818647,2025-01-31 16:12:35.000000 UTC,2025-02-07 12:00:00.000000 UTC
618950,Will Bitcoin reach $150k in October?,What price will Bitcoin hit in October?,5109930.292462,2025-10-01 08:07:14.000000 UTC,2025-11-01 04:00:00.000000 UTC
532807,Will Bitcoin reach $100k in April?,What price will Bitcoin hit in April?,5083115.723805,2025-03-31 19:50:30.000000 UTC,2025-04-30 12:00:00.000000 UTC
584887,Will Bitcoin reach $200K in September?,What price will Bitcoin hit in September?,5041865.047089,2025-09-01 09:40:10.000000 UTC,2025-10-01 04:00:00.000000 UTC
1082801,"Will Bitcoin dip to $75,000 in January?",What price will Bitcoin hit in January?,5040901.869193,2026-01-01 19:17:52.000000 UTC,2026-02-01 05:00:00.000000 UTC
515557,"Will Bitcoin dip to $70,000 by March 31?",What price will Bitcoin hit by March 31?,5033087.295531,2024-12-13 17:16:11.000000 UTC,2025-03-31 12:00:00.000000 UTC
514369,"Will Bitcoin reach $120,000 in December?",What price will Bitcoin hit in December?,5031605.044538,2024-12-02 16:11:56.000000 UTC,2024-12-31 12:00:00.000000 UTC
513233,"Will Trump say ""crypto"" or ""Bitcoin"" during his inauguration speech?",What will Trump say during inauguration speech?,4988602.432348,2024-11-15 21:47:45.000000 UTC,2025-02-03 12:00:00.000000 UTC
516872,"Will Bitcoin dip to $50,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,4969076.583099,2024-12-30 20:52:00.000000 UTC,2025-12-31 12:00:00.000000 UTC
540403,Will Bitcoin reach $125k in May?,What price will Bitcoin hit in May?,4863907.519751,2025-04-30 17:55:56.000000 UTC,2025-05-31 12:00:00.000000 UTC
1057883,"Will Bitcoin reach $250,000 by December 31, 2026?",What price will Bitcoin hit in 2026?,4863573.2859279523,2025-12-29 15:15:07.000000 UTC,2027-01-01 05:00:00.000000 UTC
1303381,"Will Bitcoin reach $90,000 in February?",What price will Bitcoin hit in February?,4835100.51547,2026-01-31 02:13:38.000000 UTC,2026-03-01 05:00:00.000000 UTC
1345680,"Will Bitcoin reach $80,000 in February?",What price will Bitcoin hit in February?,4831697.133881,2026-02-06 16:30:20.000000 UTC,2026-03-01 05:00:00.000000 UTC
521166,"Will Bitcoin dip to $75,000 by February 28, 2025?",What price will Bitcoin hit in February?,4827244.359446,2025-01-31 16:51:41.000000 UTC,2025-02-28 12:00:00.000000 UTC
540404,Will Bitcoin reach $115k in May?,What price will Bitcoin hit in May?,4748065.896106,2025-04-30 17:55:57.000000 UTC,2025-05-31 12:00:00.000000 UTC
521165,"Will Bitcoin dip to $85,000 by February 28, 2025?",What price will Bitcoin hit in February?,4737626.787572,2025-01-31 16:51:41.000000 UTC,2025-02-28 12:00:00.000000 UTC
1057916,"Will Bitcoin dip to $15,000 by December 31, 2026?",What price will Bitcoin hit in 2026?,4698929.5019608913,2025-12-29 15:16:15.000000 UTC,2027-01-01 05:00:00.000000 UTC
1473053,"Will Bitcoin reach $100,000 in March?",What price will Bitcoin hit in March?,4676220.9557819776,2026-03-01 05:11:06.000000 UTC,2026-04-01 04:00:00.000000 UTC
558316,Will Bitcoin reach $200K in July?,What price will Bitcoin hit in July?,4612360.039851,2025-07-01 14:11:58.000000 UTC,2025-08-01 04:00:00.000000 UTC
1823775,"Will Bitcoin reach $85,000 in April?",What price will Bitcoin hit in April?,4603121.0336789824,2026-04-02 03:40:59.000000 UTC,2026-05-01 04:00:00.000000 UTC
540401,Will Bitcoin reach $200k in May?,What price will Bitcoin hit in May?,4586719.352159,2025-04-30 17:55:54.000000 UTC,2025-05-31 12:00:00.000000 UTC
1303410,"Will Bitcoin dip to $35,000 in February?",What price will Bitcoin hit in February?,4546147.260758,2026-01-31 02:13:42.000000 UTC,2026-03-01 05:00:00.000000 UTC
1473063,"Will Bitcoin reach $85,000 in March?",What price will Bitcoin hit in March?,4542101.6993729929,2026-03-01 05:11:09.000000 UTC,2026-04-01 04:00:00.000000 UTC
513709,"Bitcoin above $100,000 on November 29?","Bitcoin above $100,000 on November 29?",4523995.670607,2024-11-22 15:51:34.000000 UTC,2024-11-29 12:00:00.000000 UTC
580810,Will MicroStrategy purchase Bitcoin August 26-September 1?,Will MicroStrategy purchase Bitcoin August 26-September 1?,4487549.808763,2025-08-25 13:24:54.000000 UTC,2025-09-02 04:00:00.000000 UTC
1303358,"Will Bitcoin reach $125,000 in February?",What price will Bitcoin hit in February?,4451426.156936,2026-01-31 02:13:34.000000 UTC,2026-03-01 05:00:00.000000 UTC
514251,Will Bitcoin hit $100k by Sunday?,Will Bitcoin hit $100k by Sunday?,4426146.357732,2024-11-27 20:41:37.000000 UTC,2024-12-01 12:00:00.000000 UTC
521164,"Will Bitcoin dip to $90,000 by February 28, 2025?",What price will Bitcoin hit in February?,4420019.415421,2025-01-31 16:51:41.000000 UTC,2025-02-28 12:00:00.000000 UTC
548615,Will Bitcoin reach $120K in June?,What price will Bitcoin hit in June?,4400436.534948,2025-05-30 20:19:47.000000 UTC,2025-06-30 00:00:00.000000 UTC
558317,Will Bitcoin reach $130K in July?,What price will Bitcoin hit in July?,4367871.622898,2025-07-01 14:19:29.000000 UTC,2025-08-01 04:00:00.000000 UTC
1082763,"Will Bitcoin reach $120,000 in January?",What price will Bitcoin hit in January?,4349534.835157,2026-01-01 19:17:44.000000 UTC,2026-02-01 05:00:00.000000 UTC
1473078,"Will Bitcoin dip to $50,000 in March?",What price will Bitcoin hit in March?,4295129.024575023,2026-03-01 05:11:15.000000 UTC,2026-04-01 04:00:00.000000 UTC
513706,Will Bitcoin hit $100k by Sunday?,Will Bitcoin hit $100k by Sunday?,4291530.897645,2024-11-21 23:28:22.000000 UTC,2024-11-24 12:00:00.000000 UTC
515503,"Will Bitcoin reach $150,000 by March 31?",What price will Bitcoin hit by March 31?,4273926.841544,2024-12-12 20:18:43.000000 UTC,2025-03-31 12:00:00.000000 UTC
515505,"Will Bitcoin reach $120,000 by March 31?",What price will Bitcoin hit by March 31?,4250183.439874,2024-12-12 20:19:41.000000 UTC,2025-03-31 12:00:00.000000 UTC
799384,"Will Bitcoin reach $105,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,4250036.078856,2025-12-02 17:54:58.000000 UTC,2026-01-01 05:00:00.000000 UTC
2007078,"Will the price of Bitcoin be above $78,000 on April 24?",Bitcoin above ___ on April 24?,4232386.5784070017,2026-04-17 16:00:09.000000 UTC,2026-04-24 16:00:00.000000 UTC
1082753,"Will Bitcoin reach $130,000 in January?",What price will Bitcoin hit in January?,4218206.46442,2026-01-01 19:17:42.000000 UTC,2026-02-01 05:00:00.000000 UTC
1082805,"Will Bitcoin dip to $70,000 in January?",What price will Bitcoin hit in January?,4150722.768299,2026-01-01 19:17:53.000000 UTC,2026-02-01 05:00:00.000000 UTC
618965,Will Bitcoin dip to $100k in October?,What price will Bitcoin hit in October?,4135952.554834,2025-10-01 08:07:22.000000 UTC,2025-11-01 04:00:00.000000 UTC
526179,"Will Bitcoin dip to $75,000 by March 31?",What price will Bitcoin hit by March 31?,4097021.610682,2025-02-28 18:20:54.000000 UTC,2025-03-31 12:00:00.000000 UTC
540844,Will bitcoin hit $1m before GTA VI?,What will happen before GTA VI?,4078451.8209735393,2025-05-02 15:24:45.000000 UTC,2026-07-31 12:00:00.000000 UTC
546554,Bitcoin Up or Down on May 24?,Bitcoin Up or Down on May 24?,4071636.565394,2025-05-22 09:00:26.000000 UTC,2025-05-24 12:00:00.000000 UTC
513705,Will Bitcoin hit $100k today?,Will Bitcoin hit $100k today?,4031270.502728,2024-11-21 23:26:02.000000 UTC,2024-11-23 12:00:00.000000 UTC
516873,"Will Bitcoin dip to $20,000 by December 31, 2025?",What price will Bitcoin hit in 2025?,4003570.185958,2024-12-30 20:52:19.000000 UTC,2025-12-31 12:00:00.000000 UTC
1303397,"Will Bitcoin dip to $60,000 in February?",What price will Bitcoin hit in February?,3982230.891942,2026-01-31 02:13:40.000000 UTC,2026-03-01 05:00:00.000000 UTC
540405,Will Bitcoin reach $110k in May?,What price will Bitcoin hit in May?,3962389.896499,2025-04-30 17:55:58.000000 UTC,2025-05-31 12:00:00.000000 UTC
548614,Will Bitcoin reach $150K in June?,What price will Bitcoin hit in June?,3930132.868387,2025-05-30 20:19:47.000000 UTC,2025-06-30 00:00:00.000000 UTC
948955,"Bitcoin all time high by March 31, 2026?",Bitcoin all time high by ___?,3926505.1637329939,2025-12-16 15:53:59.000000 UTC,2026-04-01 05:00:00.000000 UTC
517077,"Will Bitcoin reach $200,000 by January 31, 2025?",What price will Bitcoin hit in January?,3926310.991195,2025-01-02 16:46:25.000000 UTC,2025-01-31 12:00:00.000000 UTC
562683,Will Bitcoin reach $125K in July?,What price will Bitcoin hit in July?,3924855.016738,2025-07-11 15:44:00.000000 UTC,2026-04-16 00:21:36.000000 UTC
1303377,"Will Bitcoin reach $100,000 in February?",What price will Bitcoin hit in February?,3901725.759705,2026-01-31 02:13:37.000000 UTC,2026-03-01 05:00:00.000000 UTC
549517,Will the price of Bitcoin be greater than $109K on June 10?,Bitcoin price on June 10?,3893439.997651,2025-06-03 15:48:21.000000 UTC,2025-06-10 00:00:00.000000 UTC
547586,Bitcoin Up or Down on May 29?,Bitcoin Up or Down on May 29?,3827046.489831,2025-05-27 15:40:27.000000 UTC,2025-05-29 12:00:00.000000 UTC
517086,"Will Bitcoin dip to $85,000 by January 31, 2025?",What price will Bitcoin hit in January?,3817183.758137,2025-01-02 16:51:50.000000 UTC,2025-01-31 12:00:00.000000 UTC
1473043,"Will Bitcoin reach $110,000 in March?",What price will Bitcoin hit in March?,3808214.682315981,2026-03-01 05:11:04.000000 UTC,2026-04-01 04:00:00.000000 UTC
518179,"Bitcoin above $95,000 on January 17?","Bitcoin above $95,000 on January 17?",3744880.285965,2025-01-10 19:39:28.000000 UTC,2025-01-17 12:00:00.000000 UTC
1473057,"Will Bitcoin reach $95,000 in March?",What price will Bitcoin hit in March?,3735131.697224997,2026-03-01 05:11:07.000000 UTC,2026-04-01 04:00:00.000000 UTC
532812,Will Bitcoin dip to $70k in April?,What price will Bitcoin hit in April?,3733645.750648,2025-03-31 19:50:33.000000 UTC,2025-04-30 12:00:00.000000 UTC
659248,"Will Bitcoin dip to $80,000 in November?",What price will Bitcoin hit in November?,3718522.02029,2025-11-01 01:10:07.000000 UTC,2025-12-01 05:00:00.000000 UTC
1303406,"Will Bitcoin dip to $45,000 in February?",What price will Bitcoin hit in February?,3710665.651806,2026-01-31 02:13:41.000000 UTC,2026-03-01 05:00:00.000000 UTC
514367,"Will Bitcoin reach $105,000 in December?",What price will Bitcoin hit in December?,3709240.008201,2024-12-02 16:08:33.000000 UTC,2024-12-31 12:00:00.000000 UTC
1823774,"Will Bitcoin reach $90,000 in April?",What price will Bitcoin hit in April?,3672404.0105220159,2026-04-02 03:40:58.000000 UTC,2026-05-01 04:00:00.000000 UTC
618951,Will Bitcoin reach $135k in October?,What price will Bitcoin hit in October?,3665860.29998,2025-10-01 08:07:15.000000 UTC,2025-11-01 04:00:00.000000 UTC
513136,"Bitcoin above $90,000 on November 22?","Bitcoin above $90,000 on November 22?",3620819.711791,2024-11-15 18:26:04.000000 UTC,2024-11-22 12:00:00.000000 UTC
548456,"Bitcoin above $105,000 on June 6?","Bitcoin above $105,000 on June 6?",3567234.530262,2025-05-30 13:24:52.000000 UTC,2025-06-06 12:00:00.000000 UTC
1303380,"Will Bitcoin reach $95,000 in February?",What price will Bitcoin hit in February?,3511077.342978,2026-01-31 02:13:37.000000 UTC,2026-03-01 05:00:00.000000 UTC
1308350,Bitcoin Up or Down on February 2?,Bitcoin Up or Down on February 2?,3495998.154649,2026-01-31 17:00:02.000000 UTC,2026-02-02 17:00:00.000000 UTC
548441,Will the price of Bitcoin be less than $102K on June 6?,Bitcoin price on June 6?,3489970.568638,2025-05-30 13:07:42.000000 UTC,2025-06-06 12:00:00.000000 UTC
1303365,"Will Bitcoin reach $115,000 in February?",What price will Bitcoin hit in February?,3486531.576153,2026-01-31 02:13:35.000000 UTC,2026-03-01 05:00:00.000000 UTC
1082768,"Will Bitcoin reach $115,000 in January?",What price will Bitcoin hit in January?,3483467.349177,2026-01-01 19:17:45.000000 UTC,2026-02-01 05:00:00.000000 UTC
659247,"Will Bitcoin dip to $85,000 in November?",What price will Bitcoin hit in November?,3379197.817179,2025-11-01 01:10:07.000000 UTC,2025-12-01 05:00:00.000000 UTC
515504,"Will Bitcoin reach $130,000 by March 31?",What price will Bitcoin hit by March 31?,3368945.251766,2024-12-12 20:19:26.000000 UTC,2025-03-31 12:00:00.000000 UTC
1303372,"Will Bitcoin reach $105,000 in February?",What price will Bitcoin hit in February?,3356963.077217,2026-01-31 02:13:36.000000 UTC,2026-03-01 05:00:00.000000 UTC
1303361,"Will Bitcoin reach $120,000 in February?",What price will Bitcoin hit in February?,3328347.515766,2026-01-31 02:13:35.000000 UTC,2026-03-01 05:00:00.000000 UTC
532808,Will Bitcoin reach $95k in April?,What price will Bitcoin hit in April?,3322650.192717,2025-03-31 19:50:30.000000 UTC,2025-04-30 12:00:00.000000 UTC
548620,Will Bitcoin dip to $90K in June?,What price will Bitcoin hit in June?,3294669.639101,2025-05-30 20:19:50.000000 UTC,2025-06-30 00:00:00.000000 UTC
513963,Will Bitcoin hit $90k or $100k first?,Will Bitcoin hit $90k or $100k first?,3273973.408118,2024-11-25 16:31:38.000000 UTC,2024-12-31 12:00:00.000000 UTC
548618,Will Bitcoin dip to $100K in June?,What price will Bitcoin hit in June?,3251032.726211,2025-05-30 20:19:49.000000 UTC,2025-06-30 00:00:00.000000 UTC
540402,Will Bitcoin reach $150k in May?,What price will Bitcoin hit in May?,3189194.269501,2025-04-30 17:55:55.000000 UTC,2025-05-31 12:00:00.000000 UTC
1082829,"Will Bitcoin dip to $40,000 in January?",What price will Bitcoin hit in January?,3173872.722179,2026-01-01 19:17:58.000000 UTC,2026-02-01 05:00:00.000000 UTC
1473090,"Will Bitcoin dip to $20,000 in March?",What price will Bitcoin hit in March?,3150010.74295498,2026-03-01 05:11:21.000000 UTC,2026-04-01 04:00:00.000000 UTC
521161,"Will Bitcoin reach $110,000 by February 28, 2025?",What price will Bitcoin hit in February?,3128689.643968,2025-01-31 16:51:40.000000 UTC,2025-02-28 12:00:00.000000 UTC
