market_id,question,event_title,volume,created_at,end_date
1866238,"Bitcoin Up or Down - April 5, 4:45PM-4:50PM ET","Bitcoin Up or Down - April 5, 4:45PM-4:50PM ET",83332.32685999987,2026-04-04 20:52:37.000000 UTC,2026-04-05 20:50:00.000000 UTC
588562,"Bitcoin Up or Down - September 8, 5AM ET","Bitcoin Up or Down - September 8, 5AM ET",83329.053189,2025-09-05 10:05:40.000000 UTC,2025-09-08 10:00:00.000000 UTC
1824577,"Bitcoin Up or Down - April 3, 12:50AM-12:55AM ET","Bitcoin Up or Down - April 3, 12:50AM-12:55AM ET",83323.56272699988,2026-04-02 04:57:06.000000 UTC,2026-04-03 04:55:00.000000 UTC
1745443,"Bitcoin Up or Down - March 28, 2:30PM-2:45PM ET","Bitcoin Up or Down - March 28, 2:30PM-2:45PM ET",83322.436128999747,2026-03-27 18:37:09.000000 UTC,2026-03-28 18:45:00.000000 UTC
1759475,"Bitcoin Up or Down - March 29, 7:55AM-8:00AM ET","Bitcoin Up or Down - March 29, 7:55AM-8:00AM ET",83318.356638000172,2026-03-28 12:02:29.000000 UTC,2026-03-29 12:00:00.000000 UTC
509963,Tesla sells bitcoin in October?,Tesla sells bitcoin in October?,83314.406532,2024-10-15 21:45:24.000000 UTC,2024-10-31 12:00:00.000000 UTC
550913,"Bitcoin Up or Down - June 11, 7 PM ET","Bitcoin Up or Down - June 11, 7 PM ET",83309.094033,2025-06-09 09:33:38.000000 UTC,2025-06-12 00:00:00.000000 UTC
1974636,"Bitcoin Up or Down - April 14, 6:15PM-6:20PM ET","Bitcoin Up or Down - April 14, 6:15PM-6:20PM ET",83306.915341,2026-04-13 22:21:58.000000 UTC,2026-04-14 22:20:00.000000 UTC
1462092,"Bitcoin Up or Down - February 28, 9:15PM-9:20PM ET","Bitcoin Up or Down - February 28, 9:15PM-9:20PM ET",83306.371669,2026-02-28 02:22:09.000000 UTC,2026-03-01 02:20:00.000000 UTC
1082054,"Bitcoin Up or Down - January 3, 12PM ET","Bitcoin Up or Down - January 3, 12PM ET",83300.608683,2026-01-01 17:00:01.000000 UTC,2026-01-03 18:00:00.000000 UTC
632857,"Bitcoin Up or Down - October 15, 12AM ET","Bitcoin Up or Down - October 15, 12AM ET",83299.500016,2025-10-13 04:00:01.000000 UTC,2025-10-15 05:00:00.000000 UTC
622720,"Bitcoin Up or Down - October 7, 3PM ET","Bitcoin Up or Down - October 7, 3PM ET",83295.746729,2025-10-05 19:00:00.000000 UTC,2025-10-07 20:00:00.000000 UTC
675984,"Bitcoin Up or Down - November 13, 3AM ET","Bitcoin Up or Down - November 13, 3AM ET",83294.724674,2025-11-11 08:00:00.000000 UTC,2025-11-13 09:00:00.000000 UTC
1862318,"Bitcoin Up or Down - April 5, 11:15AM-11:20AM ET","Bitcoin Up or Down - April 5, 11:15AM-11:20AM ET",83290.851438999831,2026-04-04 15:22:02.000000 UTC,2026-04-05 15:20:00.000000 UTC
1040777,"Bitcoin Up or Down - December 28, 2:30PM-2:45PM ET","Bitcoin Up or Down - December 28, 2:30PM-2:45PM ET",83287.089705,2025-12-27 19:32:14.000000 UTC,2025-12-28 19:45:00.000000 UTC
693561,"Bitcoin Up or Down - November 21, 1:45PM-2:00PM ET","Bitcoin Up or Down - November 21, 1:45PM-2:00PM ET",83284.246477,2025-11-20 18:47:22.000000 UTC,2025-11-21 19:00:00.000000 UTC
578809,"Bitcoin Up or Down - August 22, 8PM ET","Bitcoin Up or Down - August 22, 8PM ET",83281.592318,2025-08-20 08:25:22.000000 UTC,2025-08-23 01:00:00.000000 UTC
1425215,"Bitcoin Up or Down - February 25, 5:30AM-5:35AM ET","Bitcoin Up or Down - February 25, 5:30AM-5:35AM ET",83271.944113,2026-02-24 10:36:56.000000 UTC,2026-02-25 10:35:00.000000 UTC
1743410,"Bitcoin Up or Down - March 28, 11:05AM-11:10AM ET","Bitcoin Up or Down - March 28, 11:05AM-11:10AM ET",83271.247492999915,2026-03-27 15:12:24.000000 UTC,2026-03-28 15:10:00.000000 UTC
640071,"Bitcoin Up or Down - October 21, 10PM ET","Bitcoin Up or Down - October 21, 10PM ET",83268.566956,2025-10-20 02:00:00.000000 UTC,2025-10-22 03:00:00.000000 UTC
1984667,"Bitcoin Up or Down - April 15, 2:40PM-2:45PM ET","Bitcoin Up or Down - April 15, 2:40PM-2:45PM ET",83267.757027999949,2026-04-14 18:47:26.000000 UTC,2026-04-15 18:45:00.000000 UTC
1039426,"Will the price of Bitcoin be between $92,000 and $94,000 on January 3?",Bitcoin price on January 3?,83266.154044,2025-12-27 17:00:02.000000 UTC,2026-01-03 17:00:00.000000 UTC
1379514,"Bitcoin Up or Down - February 15, 9:05PM-9:10PM ET","Bitcoin Up or Down - February 15, 9:05PM-9:10PM ET",83266.100639,2026-02-15 02:12:15.000000 UTC,2026-02-16 02:10:00.000000 UTC
1603557,"Will Bitcoin dip to $70,000 March 16-22?",What price will Bitcoin hit March 16-22?,83264.589574000041,2026-03-16 04:00:02.000000 UTC,2026-03-23 04:00:00.000000 UTC
1926041,"Bitcoin Up or Down - April 10, 4:30AM-4:45AM ET","Bitcoin Up or Down - April 10, 4:30AM-4:45AM ET",83259.534013999946,2026-04-09 08:37:35.000000 UTC,2026-04-10 08:45:00.000000 UTC
1740067,"Bitcoin Up or Down - March 28, 1:15AM-1:30AM ET","Bitcoin Up or Down - March 28, 1:15AM-1:30AM ET",83258.508842999872,2026-03-27 05:22:20.000000 UTC,2026-03-28 05:30:00.000000 UTC
1836993,"Bitcoin Up or Down - April 3, 6:55PM-7:00PM ET","Bitcoin Up or Down - April 3, 6:55PM-7:00PM ET",83257.459251999782,2026-04-02 23:02:59.000000 UTC,2026-04-03 23:00:00.000000 UTC
1883853,"Bitcoin Up or Down - April 6, 6:30PM-6:35PM ET","Bitcoin Up or Down - April 6, 6:30PM-6:35PM ET",83256.880333999914,2026-04-05 22:37:15.000000 UTC,2026-04-06 22:35:00.000000 UTC
1888666,"Bitcoin Up or Down - April 7, 3:40AM-3:45AM ET","Bitcoin Up or Down - April 7, 3:40AM-3:45AM ET",83250.616987999922,2026-04-06 07:47:09.000000 UTC,2026-04-07 07:45:00.000000 UTC
1826759,"Bitcoin Up or Down - April 3, 5:10AM-5:15AM ET","Bitcoin Up or Down - April 3, 5:10AM-5:15AM ET",83250.1009479996,2026-04-02 09:17:04.000000 UTC,2026-04-03 09:15:00.000000 UTC
622310,"Bitcoin Up or Down - October 7, 8AM ET","Bitcoin Up or Down - October 7, 8AM ET",83239.584054,2025-10-05 12:00:00.000000 UTC,2025-10-07 13:00:00.000000 UTC
1085289,"Bitcoin Up or Down - January 4, 1AM ET","Bitcoin Up or Down - January 4, 1AM ET",83238.25507,2026-01-02 06:00:00.000000 UTC,2026-01-04 07:00:00.000000 UTC
1873699,"Bitcoin Up or Down - April 6, 2:25AM-2:30AM ET","Bitcoin Up or Down - April 6, 2:25AM-2:30AM ET",83237.503092000057,2026-04-05 06:32:02.000000 UTC,2026-04-06 06:30:00.000000 UTC
1368017,"Bitcoin Up or Down - February 12, 4:55PM-5:00PM ET","Bitcoin Up or Down - February 12, 4:55PM-5:00PM ET",83236.812092,2026-02-12 03:18:26.000000 UTC,2026-02-12 22:00:00.000000 UTC
688796,"Bitcoin Up or Down - November 19, 3:00AM-3:15AM ET","Bitcoin Up or Down - November 19, 3:00AM-3:15AM ET",83235.830594,2025-11-18 08:02:22.000000 UTC,2025-11-19 08:15:00.000000 UTC
702763,"Bitcoin Up or Down - November 27, 3AM ET","Bitcoin Up or Down - November 27, 3AM ET",83235.268412,2025-11-25 08:00:00.000000 UTC,2025-11-27 09:00:00.000000 UTC
1724160,"Bitcoin Up or Down - March 26, 10:30PM-10:45PM ET","Bitcoin Up or Down - March 26, 10:30PM-10:45PM ET",83233.358358999976,2026-03-26 02:36:58.000000 UTC,2026-03-27 02:45:00.000000 UTC
638040,"Bitcoin Up or Down - October 19, 1AM ET","Bitcoin Up or Down - October 19, 1AM ET",83231.922569,2025-10-17 05:00:00.000000 UTC,2025-10-19 06:00:00.000000 UTC
2091217,"Bitcoin Up or Down - April 29, 12AM ET","Bitcoin Up or Down - April 29, 12AM ET",83226.678819999986,2026-04-27 04:00:01.000000 UTC,2026-04-29 05:00:00.000000 UTC
2035075,"Bitcoin Up or Down - April 22, 1PM ET","Bitcoin Up or Down - April 22, 1PM ET",83222.589066000059,2026-04-20 17:00:01.000000 UTC,2026-04-22 18:00:00.000000 UTC
1764172,"Bitcoin Up or Down - March 29, 2:10PM-2:15PM ET","Bitcoin Up or Down - March 29, 2:10PM-2:15PM ET",83216.1832879999,2026-03-28 18:17:13.000000 UTC,2026-03-29 18:15:00.000000 UTC
1397436,"Bitcoin Up or Down - February 20, 7:55AM-8:00AM ET","Bitcoin Up or Down - February 20, 7:55AM-8:00AM ET",83214.577984,2026-02-19 13:02:03.000000 UTC,2026-02-20 13:00:00.000000 UTC
556978,"Bitcoin Up or Down - July 20, 10AM ET","Bitcoin Up or Down - July 20, 10AM ET",83209.215977,2025-06-28 20:41:33.000000 UTC,2025-07-20 15:00:00.000000 UTC
651833,"Will the price of Bitcoin be between $108,000 and $110,000 on November 3?",Bitcoin price on November 3?,83202.080852,2025-10-27 16:00:01.000000 UTC,2025-11-03 16:00:00.000000 UTC
811877,"Bitcoin Up or Down - December 5, 3PM ET","Bitcoin Up or Down - December 5, 3PM ET",83186.386031,2025-12-03 20:00:00.000000 UTC,2025-12-05 21:00:00.000000 UTC
617934,"Bitcoin Up or Down - October 2, 5AM ET","Bitcoin Up or Down - October 2, 5AM ET",83182.857328,2025-09-30 09:00:00.000000 UTC,2025-10-02 10:00:00.000000 UTC
1411773,"Bitcoin Up or Down - February 22, 10:05PM-10:10PM ET","Bitcoin Up or Down - February 22, 10:05PM-10:10PM ET",83181.977037,2026-02-22 03:11:59.000000 UTC,2026-02-23 03:10:00.000000 UTC
1918038,"Bitcoin Up or Down - April 9, 8:50AM-8:55AM ET","Bitcoin Up or Down - April 9, 8:50AM-8:55AM ET",83181.824049000017,2026-04-08 12:57:30.000000 UTC,2026-04-09 12:55:00.000000 UTC
591930,"Bitcoin Up or Down - September 11, 5AM ET","Bitcoin Up or Down - September 11, 5AM ET",83181.602335,2025-09-09 20:57:16.000000 UTC,2025-09-11 10:00:00.000000 UTC
1749466,"Bitcoin Up or Down - March 28, 6:40PM-6:45PM ET","Bitcoin Up or Down - March 28, 6:40PM-6:45PM ET",83179.572178000177,2026-03-27 22:46:57.000000 UTC,2026-03-28 22:45:00.000000 UTC
1917389,"Bitcoin Up or Down - April 9, 6:50AM-6:55AM ET","Bitcoin Up or Down - April 9, 6:50AM-6:55AM ET",83174.096598999837,2026-04-08 10:58:00.000000 UTC,2026-04-09 10:55:00.000000 UTC
689408,"Will the price of Bitcoin be less than $84,000 on November 25?",Bitcoin price on November 25?,83169.09727,2025-11-18 17:00:01.000000 UTC,2025-11-25 17:00:00.000000 UTC
647244,"Bitcoin Up or Down - October 25, 4PM ET","Bitcoin Up or Down - October 25, 4PM ET",83168.925774,2025-10-23 20:00:00.000000 UTC,2025-10-25 21:00:00.000000 UTC
1371497,"Bitcoin Up or Down - February 13, 11:55PM-12:00AM ET","Bitcoin Up or Down - February 13, 11:55PM-12:00AM ET",83165.448238,2026-02-13 05:03:17.000000 UTC,2026-02-14 05:00:00.000000 UTC
1975983,"Bitcoin Up or Down - April 14, 8:15PM-8:30PM ET","Bitcoin Up or Down - April 14, 8:15PM-8:30PM ET",83164.686604999879,2026-04-14 00:21:51.000000 UTC,2026-04-15 00:30:00.000000 UTC
2007550,"Bitcoin Up or Down - April 19, 2PM ET","Bitcoin Up or Down - April 19, 2PM ET",83162.44492699999,2026-04-17 18:00:01.000000 UTC,2026-04-19 19:00:00.000000 UTC
1836228,"Bitcoin Up or Down - April 3, 6:00PM-6:15PM ET","Bitcoin Up or Down - April 3, 6:00PM-6:15PM ET",83160.576894000056,2026-04-02 22:06:55.000000 UTC,2026-04-03 22:15:00.000000 UTC
1374266,"Bitcoin Up or Down - February 14, 3:35PM-3:40PM ET","Bitcoin Up or Down - February 14, 3:35PM-3:40PM ET",83159.059264,2026-02-13 20:42:45.000000 UTC,2026-02-14 20:40:00.000000 UTC
597877,"Bitcoin Up or Down - September 17, 8PM ET","Bitcoin Up or Down - September 17, 8PM ET",83158.726899,2025-09-14 20:03:03.000000 UTC,2025-09-18 01:00:00.000000 UTC
593811,"Bitcoin Up or Down - September 13, 12PM ET","Bitcoin Up or Down - September 13, 12PM ET",83157.57867,2025-09-11 16:00:00.000000 UTC,2025-09-13 17:00:00.000000 UTC
724350,"Bitcoin Up or Down - November 28, 11:15PM-11:30PM ET","Bitcoin Up or Down - November 28, 11:15PM-11:30PM ET",83155.286179,2025-11-28 04:17:22.000000 UTC,2025-11-29 04:30:00.000000 UTC
1470475,"Bitcoin Up or Down - March 1, 5:50PM-5:55PM ET","Bitcoin Up or Down - March 1, 5:50PM-5:55PM ET",83153.317561,2026-02-28 22:57:01.000000 UTC,2026-03-01 22:55:00.000000 UTC
582560,"Bitcoin Up or Down - August 30, 12AM ET","Bitcoin Up or Down - August 30, 12AM ET",83152.542817,2025-08-28 09:12:41.000000 UTC,2025-08-30 05:00:00.000000 UTC
1937245,"Bitcoin Up or Down - April 11, 9:50AM-9:55AM ET","Bitcoin Up or Down - April 11, 9:50AM-9:55AM ET",83143.279504000035,2026-04-10 13:56:55.000000 UTC,2026-04-11 13:55:00.000000 UTC
1471762,"Bitcoin Up or Down - March 1, 7:00PM-7:15PM ET","Bitcoin Up or Down - March 1, 7:00PM-7:15PM ET",83138.211247,2026-03-01 00:07:02.000000 UTC,2026-03-02 00:15:00.000000 UTC
1403772,"Bitcoin Up or Down - February 21, 4:50PM-4:55PM ET","Bitcoin Up or Down - February 21, 4:50PM-4:55PM ET",83133.572749,2026-02-20 21:57:06.000000 UTC,2026-02-21 21:55:00.000000 UTC
910958,"Bitcoin Up or Down - December 12, 11PM ET","Bitcoin Up or Down - December 12, 11PM ET",83130.000971,2025-12-11 04:00:00.000000 UTC,2025-12-13 05:00:00.000000 UTC
1792469,"Will the price of Bitcoin be between $74,000 and $76,000 on April 6?",Bitcoin price on April 6?,83129.106552000012,2026-03-30 16:00:02.000000 UTC,2026-04-06 16:00:00.000000 UTC
1080092,"Bitcoin Up or Down - January 3, 5AM ET","Bitcoin Up or Down - January 3, 5AM ET",83119.614627,2026-01-01 10:00:00.000000 UTC,2026-01-03 11:00:00.000000 UTC
1821366,"Bitcoin Up or Down - April 2, 6:45PM-7:00PM ET","Bitcoin Up or Down - April 2, 6:45PM-7:00PM ET",83114.452293999988,2026-04-01 22:52:03.000000 UTC,2026-04-02 23:00:00.000000 UTC
1813893,"Bitcoin Up or Down - April 1, 11:45PM-11:50PM ET","Bitcoin Up or Down - April 1, 11:45PM-11:50PM ET",83114.309223999953,2026-04-01 03:52:01.000000 UTC,2026-04-02 03:50:00.000000 UTC
938897,"Bitcoin Up or Down - December 15, 10:15PM-10:30PM ET","Bitcoin Up or Down - December 15, 10:15PM-10:30PM ET",83105.275184,2025-12-15 03:17:21.000000 UTC,2025-12-16 03:30:00.000000 UTC
594862,"Bitcoin Up or Down - September 15, 5AM ET","Bitcoin Up or Down - September 15, 5AM ET",83102.95437,2025-09-12 09:55:13.000000 UTC,2025-09-15 10:00:00.000000 UTC
1472370,"Bitcoin Up or Down - March 1, 9:30PM-9:45PM ET","Bitcoin Up or Down - March 1, 9:30PM-9:45PM ET",83095.915939,2026-03-01 02:37:26.000000 UTC,2026-03-02 02:45:00.000000 UTC
920805,"Bitcoin Up or Down - December 13, 12:30PM-12:45PM ET","Bitcoin Up or Down - December 13, 12:30PM-12:45PM ET",83093.893953,2025-12-12 17:32:22.000000 UTC,2025-12-13 17:45:00.000000 UTC
1406877,"Bitcoin Up or Down - February 22, 4:15AM-4:20AM ET","Bitcoin Up or Down - February 22, 4:15AM-4:20AM ET",83087.152023,2026-02-21 09:22:00.000000 UTC,2026-02-22 09:20:00.000000 UTC
1826178,"Bitcoin Up or Down - April 3, 4:30AM-4:35AM ET","Bitcoin Up or Down - April 3, 4:30AM-4:35AM ET",83086.433565000043,2026-04-02 08:37:22.000000 UTC,2026-04-03 08:35:00.000000 UTC
674549,"Will the price of Bitcoin be above $110,000 on November 17?",Bitcoin above ___ on November 17?,83076.819822,2025-11-10 17:00:03.000000 UTC,2025-11-17 17:00:00.000000 UTC
918301,"Bitcoin Up or Down - December 12, 11:00PM-11:15PM ET","Bitcoin Up or Down - December 12, 11:00PM-11:15PM ET",83073.17849,2025-12-12 04:02:22.000000 UTC,2025-12-13 04:15:00.000000 UTC
1725751,"Bitcoin Up or Down - March 27, 1:45AM-2:00AM ET","Bitcoin Up or Down - March 27, 1:45AM-2:00AM ET",83072.948275999617,2026-03-26 05:52:29.000000 UTC,2026-03-27 06:00:00.000000 UTC
638841,"Bitcoin Up or Down - October 19, 10PM ET","Bitcoin Up or Down - October 19, 10PM ET",83063.686689,2025-10-18 02:00:00.000000 UTC,2025-10-20 03:00:00.000000 UTC
1959849,"Bitcoin Up or Down - April 13, 11:55AM-12:00PM ET","Bitcoin Up or Down - April 13, 11:55AM-12:00PM ET",83061.216332999931,2026-04-12 16:02:24.000000 UTC,2026-04-13 16:00:00.000000 UTC
680393,"Bitcoin Up or Down - November 15, 10AM ET","Bitcoin Up or Down - November 15, 10AM ET",83060.685808,2025-11-13 15:00:00.000000 UTC,2025-11-15 16:00:00.000000 UTC
1939775,"Bitcoin Up or Down - April 11, 3:30PM-3:45PM ET","Bitcoin Up or Down - April 11, 3:30PM-3:45PM ET",83060.634108999788,2026-04-10 19:36:57.000000 UTC,2026-04-11 19:45:00.000000 UTC
1404823,"Bitcoin Up or Down - February 21, 8:00PM-8:15PM ET","Bitcoin Up or Down - February 21, 8:00PM-8:15PM ET",83059.043714,2026-02-21 01:07:03.000000 UTC,2026-02-22 01:15:00.000000 UTC
1773595,"Bitcoin Up or Down - March 30, 5:00AM-5:15AM ET","Bitcoin Up or Down - March 30, 5:00AM-5:15AM ET",83052.106208999772,2026-03-29 09:07:13.000000 UTC,2026-03-30 09:15:00.000000 UTC
556901,"Bitcoin Up or Down - July 28, 10PM ET","Bitcoin Up or Down - July 28, 10PM ET",83051.449725,2025-06-28 20:40:56.000000 UTC,2025-07-29 03:00:00.000000 UTC
1173033,"Bitcoin Up or Down - January 15, 2AM ET","Bitcoin Up or Down - January 15, 2AM ET",83046.872869,2026-01-13 07:00:01.000000 UTC,2026-01-15 08:00:00.000000 UTC
1828721,"Bitcoin Up or Down - April 3, 8:15AM-8:30AM ET","Bitcoin Up or Down - April 3, 8:15AM-8:30AM ET",83044.8407,2026-04-02 12:22:06.000000 UTC,2026-04-03 12:30:00.000000 UTC
1943315,"Bitcoin Up or Down - April 11, 10:40PM-10:45PM ET","Bitcoin Up or Down - April 11, 10:40PM-10:45PM ET",83044.772770000054,2026-04-11 02:47:04.000000 UTC,2026-04-12 02:45:00.000000 UTC
1396939,"Bitcoin Up or Down - February 20, 5:40AM-5:45AM ET","Bitcoin Up or Down - February 20, 5:40AM-5:45AM ET",83044.646287,2026-02-19 10:47:29.000000 UTC,2026-02-20 10:45:00.000000 UTC
1910455,"Bitcoin Up or Down - April 8, 2:30PM-2:45PM ET","Bitcoin Up or Down - April 8, 2:30PM-2:45PM ET",83043.058379000067,2026-04-07 18:37:04.000000 UTC,2026-04-08 18:45:00.000000 UTC
1153558,"Will the price of Bitcoin be between $98,000 and $100,000 on January 17?",Bitcoin price on January 17?,83041.603141,2026-01-10 17:00:04.000000 UTC,2026-01-17 17:00:00.000000 UTC
1160472,"Will the price of Bitcoin be between $98,000 and $100,000 on January 18?",Bitcoin price on January 18?,83040.755574,2026-01-11 17:00:03.000000 UTC,2026-01-18 17:00:00.000000 UTC
1917480,"Bitcoin Up or Down - April 9, 7:00AM-7:05AM ET","Bitcoin Up or Down - April 9, 7:00AM-7:05AM ET",83038.9138869999,2026-04-08 11:07:00.000000 UTC,2026-04-09 11:05:00.000000 UTC
1367892,"Bitcoin Up or Down - February 12, 10:00AM-10:05AM ET","Bitcoin Up or Down - February 12, 10:00AM-10:05AM ET",83033.420673,2026-02-12 02:22:52.000000 UTC,2026-02-12 15:05:00.000000 UTC
1824057,"Bitcoin Up or Down - April 3, 12:00AM-12:05AM ET","Bitcoin Up or Down - April 3, 12:00AM-12:05AM ET",83031.874090999831,2026-04-02 04:07:02.000000 UTC,2026-04-03 04:05:00.000000 UTC
640268,"Bitcoin Up or Down - October 20, 7:00AM-7:15AM ET","Bitcoin Up or Down - October 20, 7:00AM-7:15AM ET",83025.962768,2025-10-20 08:01:48.000000 UTC,2025-10-20 11:15:00.000000 UTC
1242931,"Will the price of Bitcoin be between $94,000 and $96,000 on January 29?",Bitcoin price on January 29?,83022.931833,2026-01-22 17:00:06.000000 UTC,2026-01-29 17:00:00.000000 UTC
1385007,"Bitcoin Up or Down - February 17, 6:10AM-6:15AM ET","Bitcoin Up or Down - February 17, 6:10AM-6:15AM ET",83021.158927,2026-02-16 11:17:48.000000 UTC,2026-02-17 11:15:00.000000 UTC
1217479,"Will Bitcoin dip to $90,000 January 19-25?",What price will Bitcoin hit January 19-25?,83018.70243,2026-01-19 05:00:02.000000 UTC,2026-01-26 05:00:00.000000 UTC
1655940,"Bitcoin Up or Down - March 20, 6:45PM-7:00PM ET","Bitcoin Up or Down - March 20, 6:45PM-7:00PM ET",83009.6450919999,2026-03-19 22:52:01.000000 UTC,2026-03-20 23:00:00.000000 UTC
579594,"Bitcoin Up or Down - August 24, 8PM ET","Bitcoin Up or Down - August 24, 8PM ET",83006.3629,2025-08-22 08:35:53.000000 UTC,2025-08-25 01:00:00.000000 UTC
1403377,"Bitcoin Up or Down - February 21, 1:50PM-1:55PM ET","Bitcoin Up or Down - February 21, 1:50PM-1:55PM ET",83000.714662,2026-02-20 18:57:16.000000 UTC,2026-02-21 18:55:00.000000 UTC
1367988,"Bitcoin Up or Down - February 12, 3:55PM-4:00PM ET","Bitcoin Up or Down - February 12, 3:55PM-4:00PM ET",82999.501043,2026-02-12 03:08:54.000000 UTC,2026-02-12 21:00:00.000000 UTC
1375179,"Bitcoin Up or Down - February 14, 8:20PM-8:25PM ET","Bitcoin Up or Down - February 14, 8:20PM-8:25PM ET",82991.586688,2026-02-14 01:28:15.000000 UTC,2026-02-15 01:25:00.000000 UTC
1975775,"Bitcoin Up or Down - April 14, 7:45PM-7:50PM ET","Bitcoin Up or Down - April 14, 7:45PM-7:50PM ET",82987.427839999771,2026-04-13 23:52:23.000000 UTC,2026-04-14 23:50:00.000000 UTC
590028,"Will the price of Bitcoin be above $118,000 on September 14?",Bitcoin above ___ on September 14?,82983.469898,2025-09-07 16:00:01.000000 UTC,2025-09-14 16:00:00.000000 UTC
943566,"Bitcoin Up or Down - December 16, 5:15PM-5:30PM ET","Bitcoin Up or Down - December 16, 5:15PM-5:30PM ET",82983.085267,2025-12-15 22:18:04.000000 UTC,2025-12-16 22:30:00.000000 UTC
574382,"Bitcoin Up or Down - August 14, 2AM ET","Bitcoin Up or Down - August 14, 2AM ET",82976.749882,2025-08-08 17:24:42.000000 UTC,2025-08-14 07:00:00.000000 UTC
1890624,"Bitcoin Up or Down - April 7, 8:50AM-8:55AM ET","Bitcoin Up or Down - April 7, 8:50AM-8:55AM ET",82975.779183999985,2026-04-06 12:57:04.000000 UTC,2026-04-07 12:55:00.000000 UTC
661259,"Bitcoin Up or Down - November 5, 1AM ET","Bitcoin Up or Down - November 5, 1AM ET",82975.448842,2025-11-03 06:00:00.000000 UTC,2025-11-05 07:00:00.000000 UTC
992164,"Bitcoin Up or Down - December 23, 10PM ET","Bitcoin Up or Down - December 23, 10PM ET",82973.819505,2025-12-22 03:00:00.000000 UTC,2025-12-24 04:00:00.000000 UTC
788430,"Bitcoin Up or Down - December 3, 1PM ET","Bitcoin Up or Down - December 3, 1PM ET",82973.125462,2025-12-01 18:00:00.000000 UTC,2025-12-03 19:00:00.000000 UTC
552322,"Bitcoin Up or Down - June 16, 9 PM ET","Bitcoin Up or Down - June 16, 9 PM ET",82967.160322,2025-06-13 12:52:29.000000 UTC,2025-06-17 02:00:00.000000 UTC
587620,"Bitcoin Up or Down - September 6, 8AM ET","Bitcoin Up or Down - September 6, 8AM ET",82965.521977,2025-09-04 09:50:08.000000 UTC,2025-09-06 13:00:00.000000 UTC
1882441,"Bitcoin Up or Down - April 6, 4:05PM-4:10PM ET","Bitcoin Up or Down - April 6, 4:05PM-4:10PM ET",82957.117874000018,2026-04-05 20:12:07.000000 UTC,2026-04-06 20:10:00.000000 UTC
1721922,"Bitcoin Up or Down - March 27, 7PM ET","Bitcoin Up or Down - March 27, 7PM ET",82949.423106999864,2026-03-25 23:00:01.000000 UTC,2026-03-28 00:00:00.000000 UTC
1959088,"Bitcoin Up or Down - April 13, 10:45AM-11:00AM ET","Bitcoin Up or Down - April 13, 10:45AM-11:00AM ET",82948.146852999591,2026-04-12 14:51:57.000000 UTC,2026-04-13 15:00:00.000000 UTC
683749,"Bitcoin Up or Down - November 17, 2AM ET","Bitcoin Up or Down - November 17, 2AM ET",82947.904246,2025-11-15 07:00:00.000000 UTC,2025-11-17 08:00:00.000000 UTC
1406589,"Bitcoin Up or Down - February 22, 2:50AM-2:55AM ET","Bitcoin Up or Down - February 22, 2:50AM-2:55AM ET",82946.901475,2026-02-21 07:57:06.000000 UTC,2026-02-22 07:55:00.000000 UTC
619585,"Bitcoin Up or Down - October 3, 10PM ET","Bitcoin Up or Down - October 3, 10PM ET",82945.804321,2025-10-02 02:00:00.000000 UTC,2025-10-04 03:00:00.000000 UTC
639380,"Bitcoin Up or Down - October 20, 8PM ET","Bitcoin Up or Down - October 20, 8PM ET",82944.381674,2025-10-19 00:00:00.000000 UTC,2025-10-21 01:00:00.000000 UTC
1368018,"Bitcoin Up or Down - February 12, 5:05PM-5:10PM ET","Bitcoin Up or Down - February 12, 5:05PM-5:10PM ET",82943.248604,2026-02-12 03:18:27.000000 UTC,2026-02-12 22:10:00.000000 UTC
1908682,"Will the price of Bitcoin be between $70,000 and $72,000 on April 14?",Bitcoin price on April 14?,82940.038421,2026-04-07 16:00:02.000000 UTC,2026-04-14 16:00:00.000000 UTC
1388185,"Bitcoin Up or Down - February 18, 5:00AM-5:05AM ET","Bitcoin Up or Down - February 18, 5:00AM-5:05AM ET",82938.257712,2026-02-17 10:07:39.000000 UTC,2026-02-18 10:05:00.000000 UTC
1952125,"Bitcoin Up or Down - April 13, 8PM ET","Bitcoin Up or Down - April 13, 8PM ET",82933.118331000092,2026-04-12 00:00:01.000000 UTC,2026-04-14 01:00:00.000000 UTC
927368,"Bitcoin Up or Down - December 14, 10:00AM-10:15AM ET","Bitcoin Up or Down - December 14, 10:00AM-10:15AM ET",82931.858061,2025-12-13 15:02:21.000000 UTC,2025-12-14 15:15:00.000000 UTC
1721098,"Bitcoin Up or Down - March 26, 5:45PM-6:00PM ET","Bitcoin Up or Down - March 26, 5:45PM-6:00PM ET",82929.7841790001,2026-03-25 21:52:08.000000 UTC,2026-03-26 22:00:00.000000 UTC
1087351,"Bitcoin Up or Down - January 3, 10:15AM-10:30AM ET","Bitcoin Up or Down - January 3, 10:15AM-10:30AM ET",82921.285509,2026-01-02 15:16:49.000000 UTC,2026-01-03 15:30:00.000000 UTC
1441973,"Bitcoin Up or Down - February 26, 11:30PM-11:35PM ET","Bitcoin Up or Down - February 26, 11:30PM-11:35PM ET",82915.562549,2026-02-26 04:37:02.000000 UTC,2026-02-27 04:35:00.000000 UTC
