market_id,question,event_title,event_id,event_slug,volume,created_at,end_date,closed,outcome_prices,token1,token2
507286,Will Aston Villa win the UEFA Champions League?,Champions League Winner,12585,champions-league-winner-2025,133113813.382904,2024-09-17 17:21:16 UTC,2025-05-31 12:00:00 UTC,1,"['0', '1']",17148991929546304218678959738430213065524880357303658607403556776126482126118,113944511437047286070977074222535617181404611267671592896303826271480616303572
