market_id,question,created_at,end_date,closed
507286,Will Aston Villa win the UEFA Champions League?,2024-09-17 17:21:16 UTC,2025-05-31 12:00:00 UTC,1
507294,Will Borussia Dortmund win the UEFA Champions League?,2024-09-17 17:25:22 UTC,2025-05-31 12:00:00 UTC,1
507305,Will Paris Saint-Germain win the UEFA Champions League?,2024-09-17 17:30:16 UTC,2025-05-31 12:00:00 UTC,1
507319,Will Young Boys win the UEFA Champions League?,2024-09-17 17:39:13 UTC,2025-05-31 12:00:00 UTC,1
