market_id,question,hora,trades,volume_usd,preco_medio,preco_min,preco_max
1800059,"Will Bitcoin reach $69,000 on March 31?",2026-04-01 03:00:00.000000 UTC,106,13707.0,0.976,0.002,0.999
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 05:00:00.000000 UTC,1,2.0,0.13,0.13,0.13
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 06:00:00.000000 UTC,6,16.0,0.225,0.18,0.25
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 07:00:00.000000 UTC,5,73.0,0.576,0.28,0.72
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 08:00:00.000000 UTC,9,387.0,0.477,0.24,0.69
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 09:00:00.000000 UTC,22,507.0,0.45,0.22,0.78
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 10:00:00.000000 UTC,6,348.0,0.577,0.25,0.76
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 11:00:00.000000 UTC,2,11.0,0.695,0.67,0.72
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 12:00:00.000000 UTC,14,662.0,0.545,0.32,0.68
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 13:00:00.000000 UTC,44,1572.0,0.47,0.34,0.65
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 14:00:00.000000 UTC,54,2139.0,0.474,0.16,0.82
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 15:00:00.000000 UTC,66,8557.0,0.416,0.11,0.7
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 16:00:00.000000 UTC,85,36775.0,0.567,0.01,0.999
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 17:00:00.000000 UTC,10,21190.0,0.999,0.999,0.999
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 18:00:00.000000 UTC,12,7791.0,0.999,0.999,0.999
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 19:00:00.000000 UTC,3,15984.0,0.999,0.999,0.999
1800062,"Will Bitcoin reach $68,000 on March 31?",2026-03-31 20:00:00.000000 UTC,2,1998.0,0.999,0.999,0.999
