market_id,question,dia,trades,volume_usd,media_trades,desvio_trades,excesso_trades
1800059,"Will Bitcoin reach $69,000 on March 31?",2026-03-31,604,51932.219999999958,146.66666666666666,163.949324342557,457.33333333333337
