event_title,question,volume,created_at,end_date,closed
T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Team Top Batter,T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Team Top Batter Draw,357.01,2026-04-08 16:02:07.000000 UTC,2026-04-16 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Who wins the toss?,347.11,2026-04-12 16:01:54.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
UEFA Champions League: Most Red Cards,Will Declan Rice record the most red cards in 2025-26 UEFA Champions League?,343.041474,2026-02-20 00:32:01.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
EPL: Team to qualify for UEFA Champions League,Will Wolverhampton Wanderers qualify for the League Phase of the 2026-27 UEFA Champions League?,341.94,2026-03-30 22:58:55.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars,341.357108,2026-04-12 16:01:53.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Toss Match Double,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Toss Match Double Melbourne Pirates Winner,334.98999999999995,2026-04-10 16:01:35.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
Serie A: Team to qualify for UEFA Champions League,Will AC Milan qualify for the League Phase of the 2026-27 UEFA Champions League?,334.924067,2026-04-02 21:58:56.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
LaLiga: Team to qualify for UEFA Champions League,Will Atlético de Madrid qualify for the League Phase of the 2026-27 UEFA Champions League?,334.61153299999995,2026-04-02 20:30:13.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi - Toss Match Double,T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi - Toss Match Double Draw,329.11,2026-04-03 16:01:26.000000 UTC,2026-04-11 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Team Top Batter Melbourne Tuskers Winner,328.9,2026-04-17 16:02:18.000000 UTC,2026-04-25 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Team Top Batter,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Team Top Batter Melbourne Tuskers Winner,328.69,2026-04-11 16:01:31.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Most Sixes,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Most Sixes Melbourne Tuskers Winner,327.9,2026-04-12 16:01:56.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will PSG win 5-1?,322.22111,2025-05-30 21:53:57.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
LaLiga: Team to qualify for UEFA Champions League,Will Real Madrid qualify for the League Phase of the 2026-27 UEFA Champions League?,319.96,2026-04-02 20:30:14.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
Will Dortmund or Man City advance to the semi-final of the Champions League?,Will Dortmund or Man City advance to the semi-final of the Champions League?,315.084677,2021-04-12 20:30:01.000000 UTC,2021-04-14 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Toss Match Double,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Toss Match Double Melbourne Tuskers Winner,313.8,2026-04-12 16:01:55.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Team Top Batter Draw,313.59000000000003,2026-04-12 16:01:57.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
Ligue 1: Team to qualify for UEFA Champions League,Will Paris Saint-Germain qualify for the League Phase of the 2026-27 UEFA Champions League?,313.47,2026-04-02 22:18:37.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
Ligue 1: Team to qualify for UEFA Champions League,Will Toulouse qualify for the League Phase of the 2026-27 UEFA Champions League?,312.19,2026-04-02 22:18:38.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Team Top Batter,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Team Top Batter Melbourne Pirates Winner,312.09,2026-04-10 16:01:37.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
LaLiga: Team to qualify for UEFA Champions League,Will Alavés qualify for the League Phase of the 2026-27 UEFA Champions League?,308.37,2026-04-02 20:30:18.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Who wins the toss?,306.97400000000005,2026-04-10 16:01:34.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Sydney Kangaroos - Team Top Batter,T20 Brisbane Champions League: Iconic Super Knights vs Sydney Kangaroos - Team Top Batter Iconic Super Knights Winner,305.88,2026-04-04 16:02:23.000000 UTC,2026-04-12 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Toss Match Double,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Toss Match Double Genid Royals Winner,303.55,2026-04-15 16:02:13.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
LaLiga: Team to qualify for UEFA Champions League,Will Sevilla qualify for the League Phase of the 2026-27 UEFA Champions League?,300.964,2026-04-02 20:30:15.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer (Club),Will Olympiacos score the most goals in 2025-26 UEFA Champions League?,300.0,2026-02-19 23:14:22.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Team Top Batter Melbourne Tuskers Winner,298.59,2026-04-12 16:01:57.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
Serie A: Team to qualify for UEFA Champions League,Will Napoli qualify for the League Phase of the 2026-27 UEFA Champions League?,296.118,2026-04-02 21:59:00.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Most Sixes,T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Most Sixes Perth United Warriors Winner,294.41,2026-04-09 16:01:36.000000 UTC,2026-04-16 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates,292.6,2026-04-10 16:01:34.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Perth United Warriors - Most Sixes,T20 Brisbane Champions League: New York Liberty Xi vs Perth United Warriors - Most Sixes New York Liberty Xi Winner,292.329,2026-04-08 16:01:59.000000 UTC,2026-04-15 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Genid Royals vs Perth United Warriors,T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Who wins the toss?,291.384,2026-04-09 16:01:35.000000 UTC,2026-04-16 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Most Sixes,T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Most Sixes Genid Royals Winner,288.61566200000004,2026-04-09 16:01:36.000000 UTC,2026-04-16 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Who wins the toss?,288.45000000000005,2026-04-11 16:01:29.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Toss Match Double,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Toss Match Double Melbourne Tuskers Winner,287.99,2026-04-11 16:01:29.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Most Sixes,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Most Sixes Draw,287.47,2026-04-11 16:01:30.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Team Top Batter Melbourne Tuskers Winner,286.35,2026-04-15 16:02:14.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Completed match?,285.66,2026-04-15 16:02:12.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Toss Match Double,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Toss Match Double Draw,285.62,2026-04-15 16:02:13.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
Serie A: Team to qualify for UEFA Champions League,Will Bologna qualify for the League Phase of the 2026-27 UEFA Champions League?,285.0505,2026-04-02 21:58:57.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
Champions League Final: Goal Scorers,Will Hakan Çalhanoğlu score a goal in the 2025 Champions League Final?,279.694656,2025-05-21 06:30:11.000000 UTC,2025-05-31 12:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals,277.3995,2026-04-15 16:02:11.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Toss Match Double,T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Toss Match Double Draw,277.35190000000006,2026-04-09 16:01:35.000000 UTC,2026-04-16 23:00:00.000000 UTC,1
Ligue 1: Team to qualify for UEFA Champions League,Will Lorient qualify for the League Phase of the 2026-27 UEFA Champions League?,276.29375,2026-04-02 22:18:34.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
UEFA Champions League: Top Scorer (Club),Will Manchester City score the most goals in 2025-26 UEFA Champions League?,275.604197,2026-02-19 23:14:14.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers,275.34000000000003,2026-04-11 16:01:28.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Melbourne Tuskers - Team Top Batter,T20 Brisbane Champions League: Iconic Super Knights vs Melbourne Tuskers - Team Top Batter Iconic Super Knights Winner,273.33000000000004,2026-04-10 16:01:40.000000 UTC,2026-04-18 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Most Sixes,T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Most Sixes Draw,272.1851,2026-04-08 16:02:05.000000 UTC,2026-04-16 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Most Sixes,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Most Sixes Melbourne Tuskers Winner,271.68,2026-04-15 16:02:13.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Perth United Warriors - Toss Match Double,T20 Brisbane Champions League: New York Liberty Xi vs Perth United Warriors - Toss Match Double New York Liberty Xi Winner,268.87000000000006,2026-04-08 16:01:59.000000 UTC,2026-04-15 23:00:00.000000 UTC,1
LaLiga: Team to qualify for UEFA Champions League,Will FC Barcelona qualify for the League Phase of the 2026-27 UEFA Champions League?,266.61,2026-04-02 20:30:13.000000 UTC,2026-09-01 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons,T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Who wins the toss?,265.82000000000005,2026-04-11 16:01:32.000000 UTC,2026-04-19 04:00:00.000000 UTC,1
UEFA Champions League: Most Clean Sheets (GK),Will Unai Simón record the most clean sheets in the 2025-26 UEFA Champions League?,264.0,2026-02-19 23:48:57.000000 UTC,2026-05-31 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Melbourne Tuskers - Toss Match Double,T20 Brisbane Champions League: Iconic Super Knights vs Melbourne Tuskers - Toss Match Double Draw,263.32,2026-04-10 16:01:39.000000 UTC,2026-04-18 04:00:00.000000 UTC,1
UEFA Champions League: Most Player of the Match Awards,Will Victor Osimhen record the most Player of the Match awards during the 2025 UEFA Champions League?,262.80999999999995,2026-02-19 22:06:06.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Most Sixes,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Most Sixes Brisbane Napoleons Winner,262.76,2026-04-11 16:01:30.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
LaLiga: Team to qualify for UEFA Champions League,Will Getafe qualify for the League Phase of the 2026-27 UEFA Champions League?,262.707383,2026-04-02 20:30:17.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Most Sixes,T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Most Sixes Sydney Kangaroos Winner,259.33000000000004,2026-04-08 16:02:05.000000 UTC,2026-04-16 04:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Most Sixes,T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Most Sixes Draw,257.57,2026-04-12 16:01:52.000000 UTC,2026-04-19 23:00:00.000000 UTC,1
UEFA Champions League: Most Player of the Match Awards,Will Julian Alvarez record the most Player of the Match awards during the 2025 UEFA Champions League?,256.44441,2026-02-19 22:06:11.000000 UTC,2026-05-31 00:00:00.000000 UTC,0
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Toss Match Double,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Toss Match Double Perth United Warriors Winner,254.534,2026-04-10 16:01:35.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Most Sixes,T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Most Sixes Melbourne Pirates Winner,254.32,2026-04-12 16:01:52.000000 UTC,2026-04-19 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Melbourne Tuskers - Toss Match Double,T20 Brisbane Champions League: Iconic Super Knights vs Melbourne Tuskers - Toss Match Double Melbourne Tuskers Winner,254.0,2026-04-10 16:01:39.000000 UTC,2026-04-18 04:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Toss Match Double,T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Toss Match Double Melbourne Pirates Winner,253.77,2026-04-12 16:01:52.000000 UTC,2026-04-19 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Brisbane Stars - Most Sixes,T20 Brisbane Champions League: Iconic Super Knights vs Brisbane Stars - Most Sixes Brisbane Stars Winner,247.79,2026-04-09 16:01:39.000000 UTC,2026-04-17 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Team Top Batter,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Team Top Batter Draw,247.68400000000003,2026-04-10 16:01:37.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Most Sixes,T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Most Sixes Melbourne Tuskers Winner,247.0,2026-04-17 16:02:17.000000 UTC,2026-04-25 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Toss Match Double,T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Toss Match Double Melbourne Tuskers Winner,244.4,2026-04-17 16:02:16.000000 UTC,2026-04-25 04:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Most Sixes,T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Most Sixes New York Liberty Xi Winner,243.58,2026-04-12 16:01:52.000000 UTC,2026-04-19 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Team Top Batter,T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Team Top Batter Iconic Super Knights Winner,242.89,2026-04-03 16:01:24.000000 UTC,2026-04-11 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons,T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons,241.56,2026-04-11 16:01:31.000000 UTC,2026-04-19 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Team Top Batter,T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Team Top Batter Everest Falcons Winner,241.34,2026-04-11 16:01:36.000000 UTC,2026-04-19 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Brisbane Stars - Team Top Batter,T20 Brisbane Champions League: Iconic Super Knights vs Brisbane Stars - Team Top Batter Iconic Super Knights Winner,241.06,2026-04-09 16:01:40.000000 UTC,2026-04-17 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Everest Falcons - Team Top Batter Everest Falcons Winner,241.01,2026-04-17 16:02:18.000000 UTC,2026-04-25 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Brisbane Stars - Toss Match Double,T20 Brisbane Champions League: Iconic Super Knights vs Brisbane Stars - Toss Match Double Iconic Super Knights Winner,240.72,2026-04-09 16:01:39.000000 UTC,2026-04-17 04:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will PSG win 5-2?,240.0,2025-05-30 21:53:58.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Most Sixes,T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Most Sixes Genid Royals Winner,239.93,2026-04-12 16:01:59.000000 UTC,2026-04-21 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Most Sixes,T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Most Sixes Everest Falcons Winner,239.47,2026-04-11 16:01:34.000000 UTC,2026-04-19 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Team Top Batter Genid Royals Winner,238.651,2026-04-15 16:02:14.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Most Sixes,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Most Sixes Draw,237.73400000000004,2026-04-10 16:01:36.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
Will Chelsea or Porto advance to the semi-final of the Champions League?,Will Chelsea or Porto advance to the semi-final of the Champions League?,235.164488,2021-04-12 20:45:02.000000 UTC,2021-04-13 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Team Top Batter,T20 Brisbane Champions League: Genid Royals vs Perth United Warriors - Team Top Batter Genid Royals Winner,235.1,2026-04-09 16:01:37.000000 UTC,2026-04-16 23:00:00.000000 UTC,1
Which teams will reach the Round of 16 of the UEFA Champions League?,Will Lille advance to the Round of 16 in the 2024-25 UEFA Champions League?,234.31838,2025-01-28 00:30:21.000000 UTC,2025-02-19 12:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Toss Match Double,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Toss Match Double Draw,233.57318,2026-04-10 16:01:35.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Iconic Super Knights vs Sydney Kangaroos,T20 Brisbane Champions League: Iconic Super Knights vs Sydney Kangaroos - Who wins the toss?,231.74,2026-04-04 16:02:20.000000 UTC,2026-04-12 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Team Top Batter,T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Team Top Batter Genid Royals Winner,230.54,2026-04-12 16:02:00.000000 UTC,2026-04-21 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Most Sixes,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Most Sixes Perth United Warriors Winner,229.95,2026-04-10 16:01:36.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Team Top Batter,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Team Top Batter Draw,228.325,2026-04-11 16:01:31.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Toss Match Double,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Toss Match Double Brisbane Napoleons Winner,228.17,2026-04-11 16:01:29.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates,T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Who wins the toss?,224.64,2026-04-12 16:01:51.000000 UTC,2026-04-19 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars,T20 Brisbane Champions League: Melbourne Tuskers vs Brisbane Stars - Completed match?,224.51,2026-04-12 16:01:54.000000 UTC,2026-04-20 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Team Top Batter,T20 Brisbane Champions League: Perth United Warriors vs Melbourne Pirates - Team Top Batter Perth United Warriors Winner,222.45,2026-04-10 16:01:37.000000 UTC,2026-04-17 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi,T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi,221.73,2026-04-03 16:01:24.000000 UTC,2026-04-11 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Most Sixes,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Most Sixes Melbourne Tuskers Winner,220.57,2026-04-11 16:01:30.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
Champions League Final: Exact Score ,Will Inter Milan win 6-3?,220.0,2025-05-30 21:54:04.000000 UTC,2025-05-31 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Toss Match Double,T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Toss Match Double Melbourne Pirates Winner,219.96,2026-04-12 16:01:59.000000 UTC,2026-04-21 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Team Top Batter,T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Team Top Batter Brisbane Stars Winner,218.53,2026-04-08 16:02:07.000000 UTC,2026-04-16 04:00:00.000000 UTC,1
Bundesliga: Team to qualify for UEFA Champions League,Will SC Freiburg qualify for the League Phase of the 2026-27 UEFA Champions League?,218.09424500000003,2026-04-02 21:25:55.000000 UTC,2026-09-01 00:00:00.000000 UTC,0
T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Team Top Batter,T20 Brisbane Champions League: Brisbane Napoleons vs Melbourne Tuskers - Team Top Batter Brisbane Napoleons Winner,217.16,2026-04-11 16:01:31.000000 UTC,2026-04-18 23:00:00.000000 UTC,1
T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Toss Match Double,T20 Brisbane Champions League: New York Liberty Xi vs Melbourne Pirates - Toss Match Double Draw,217.02,2026-04-12 16:01:52.000000 UTC,2026-04-19 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals,T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals,213.525379,2026-04-12 16:01:57.000000 UTC,2026-04-21 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Toss Match Double,T20 Brisbane Champions League: Melbourne Pirates vs Everest Falcons - Toss Match Double Everest Falcons Winner,212.39000000000004,2026-04-11 16:01:34.000000 UTC,2026-04-19 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi,T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi - Who wins the toss?,211.15,2026-04-03 16:01:25.000000 UTC,2026-04-11 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Toss Match Double,T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Toss Match Double Draw,209.99,2026-04-03 16:01:21.000000 UTC,2026-04-11 04:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Toss Match Double,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Toss Match Double Melbourne Tuskers Winner,208.47,2026-04-15 16:02:13.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi - Toss Match Double,T20 Brisbane Champions League: Everest Falcons vs New York Liberty Xi - Toss Match Double Everest Falcons Winner,207.82,2026-04-03 16:01:26.000000 UTC,2026-04-11 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Team Top Batter,T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Team Top Batter Brisbane Napoleons Winner,207.82,2026-04-02 16:02:11.000000 UTC,2026-04-10 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Most Sixes,T20 Brisbane Champions League: Brisbane Napoleons vs Iconic Super Knights - Most Sixes Iconic Super Knights Winner,207.55,2026-04-02 16:02:10.000000 UTC,2026-04-10 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Team Top Batter,T20 Brisbane Champions League: Melbourne Tuskers vs Genid Royals - Team Top Batter Draw,206.671,2026-04-15 16:02:14.000000 UTC,2026-04-22 23:00:00.000000 UTC,1
T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals,T20 Brisbane Champions League: Melbourne Pirates vs Genid Royals - Who wins the toss?,205.52,2026-04-12 16:01:58.000000 UTC,2026-04-21 00:00:00.000000 UTC,1
T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Toss Match Double,T20 Brisbane Champions League: Sydney Kangaroos vs Brisbane Stars - Toss Match Double Draw,204.99,2026-04-08 16:02:04.000000 UTC,2026-04-16 04:00:00.000000 UTC,1
